"RK","PLAYER NAME",TEAM,"POS","OPP","UPSIDE ","BUST ","MATCHUP "
"448","Nathan Carter",ATL,"RB112","at ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars"
"449","Dalen Cambre",NYG,"WR172","vs. MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"450","Brett Rypien",IND,"QB62","vs. SF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"451","Dareke Young",SEA,"WR173","vs. LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"452","Pierre Strong Jr.",GB,"RB113","at CHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"453","Cody Schrader",DEN,"RB114","vs. JAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"454","Isaac Guerendo",SF,"RB115","at IND","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"455","Moliki Matavao",NO,"TE105","vs. NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"456","Sione Vaki",DET,"RB116","vs. PIT","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"457","Steven Sims Jr.",ARI,"WR174","vs. ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"458","Jakob Johnson",HOU,"RB117","vs. LV","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"459","Robbie Ouzts",SEA,"TE106","vs. LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"460","Ty Chandler",MIN,"RB118","at NYG","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars"
"461","Ja'Quinden Jackson",JAC,"RB119","at DEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"462","Brittain Brown",CHI,"RB120","vs. GB","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"463","Dillon Gabriel",CLE,"QB63","vs. BUF","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"464","Cooper Rush",BAL,"QB64","vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"465","Amar Johnson",LAC,"RB121","at DAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"466","Owen Wright",TB,"RB122","at CAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"467","Jordan James",SF,"RB123","at IND","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"468","Elijah Mitchell",FA,"RB124","-","Coach Upside rating–No rating available","Coach Bust rating–No rating available","-"
"469","Craig Reynolds",NE,"RB125","at BAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"470","Dante Miller",NYG,"RB126","vs. MIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"471","Jeff Wilson Jr.",MIA,"RB127","vs. CIN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"472","Zamir White",LV,"RB128","at HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"473","Jacardia Wright",SEA,"RB129","vs. LAR","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"474","Carlos Washington Jr.",ATL,"RB130","at ARI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars"
"475","Jordan Mims",TEN,"RB131","vs. KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"476","Jonathan Ward",BAL,"RB132","vs. NE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"477","Carson Steele",KC,"RB133","at TEN","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"478","Deuce Vaughn",DEN,"RB134","vs. JAC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"479","Gary Brightwell",CIN,"RB135","at MIA","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"480","Donovan Edwards",WAS,"RB136","vs. PHI","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"481","Frank Gore Jr.",BUF,"RB137","at CLE","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"482","Jashaun Corbin",NE,"RB138","at BAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars"
"483","Will Howard",PIT,"QB65","at DET","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"484","Aidan O'Connell",LV,"QB66","at HOU","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars"
"485","Jake Haener",NO,"QB67","vs. NYJ","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars"
"486","Trevor Siemian",TEN,"QB68","vs. KC","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars"
"487","Tommy DeVito",NE,"QB69","at BAL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
"488","Jeff Driskel",ARI,"QB70","vs. ATL","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars"
